Date,Open,High,Low,Close,Adj Close,Volume
2013-04-01,90.129997,90.989998,85.019997,88.989998,59.685337,296347200
2013-05-01,88.519997,93.500000,87.480003,90.470001,60.677971,276095000
2013-06-01,90.529999,92.269997,88.019997,90.349998,61.016693,291767600
2013-07-01,90.389999,95.489998,89.959999,93.750000,63.312820,237784200
2013-08-01,92.690002,93.099998,86.389999,87.160004,58.862350,271631600
2013-09-01,87.699997,89.870003,85.610001,86.040001,58.507587,238532800
2013-10-01,85.989998,90.959999,84.790001,89.620003,60.942013,287672200
2013-11-01,89.739998,96.000000,88.269997,93.480003,63.566822,250351200
2013-12-01,93.269997,101.739998,92.919998,101.199997,69.284721,269290800
2014-01-01,100.599998,101.220001,91.699997,92.160004,63.095638,256867500
2014-02-01,91.919998,97.250000,89.250000,96.269997,65.909462,253283700
2014-03-01,95.760002,98.849998,93.010002,97.680000,67.348457,255698300
2014-04-01,97.650002,102.570000,96.239998,102.410004,70.609695,230896100
2014-05-01,101.959999,103.449997,100.320000,100.529999,69.313454,179886600
2014-06-01,100.529999,104.610001,99.589996,100.680000,69.888168,208876600
2014-07-01,101.150002,104.760002,98.930000,98.940002,68.680344,189374200
2014-08-01,98.620003,100.430000,97.629997,99.459999,69.041313,187451500
2014-09-01,99.430000,99.589996,93.620003,94.050003,65.740692,231833300
2014-10-01,94.110001,96.889999,86.910004,96.709999,67.600014,342094700
2014-11-01,96.559998,97.199997,90.110001,90.540001,63.287201,218128400
2014-12-01,90.360001,95.330002,86.190002,92.449997,65.088867,400812400
2015-01-01,92.250000,93.050003,86.029999,87.419998,61.547523,326819500
2015-02-01,87.849998,93.449997,87.500000,88.540001,62.336040,276447700
2015-03-01,88.339996,88.519997,82.680000,85.000000,60.294174,330260500
2015-04-01,85.699997,88.669998,83.809998,87.370003,61.975327,251671200
2015-05-01,87.849998,90.089996,84.769997,85.199997,60.436047,198924100
2015-06-01,85.250000,85.970001,82.800003,83.199997,59.505493,238808600
2015-07-01,83.279999,83.529999,78.930000,79.209999,56.651791,274029000
2015-08-01,78.699997,79.290001,66.550003,75.239998,53.812412,387523600
2015-09-01,73.300003,75.470001,71.510002,74.349998,53.673409,316644500
2015-10-01,75.199997,83.879997,73.029999,82.739998,59.730175,318077700
2015-11-01,82.300003,87.440002,77.910004,81.660004,58.950516,264207900
2015-12-01,81.760002,82.129997,73.790001,77.949997,56.762833,367069000
2016-01-01,77.500000,79.919998,71.550003,77.849998,56.689999,418954700
2016-02-01,76.660004,83.440002,73.550003,80.150002,58.364841,359915800
2016-03-01,80.559998,85.099998,80.309998,83.589996,61.422298,292841700
2016-04-01,82.400002,89.779999,81.989998,88.400002,64.956726,221801200
2016-05-01,88.239998,90.459999,87.230003,89.019997,65.412292,219170200
2016-06-01,88.430000,93.830002,87.610001,93.739998,69.459480,252091800
2016-07-01,93.360001,95.550003,86.120003,88.949997,65.910179,209716200
2016-08-01,88.080002,88.940002,85.580002,87.139999,64.569000,235412300
2016-09-01,86.720001,89.370003,82.290001,87.279999,65.224258,271447100
2016-10-01,86.940002,88.669998,82.989998,83.320000,62.264935,192041100
2016-11-01,83.500000,88.190002,82.760002,87.300003,65.239174,233089000
2016-12-01,87.980003,93.220001,86.599998,90.260002,68.048447,220435500
2017-01-01,90.940002,91.339996,83.129997,83.889999,63.246025,252514500
2017-02-01,84.000000,84.160004,80.760002,81.320000,61.308453,237345100
2017-03-01,81.699997,84.250000,80.309998,82.010002,62.394024,315475000
2017-04-01,82.019997,83.550003,80.300003,81.650002,62.120132,192624700
2017-05-01,81.510002,83.230003,80.470001,80.500000,61.245182,220122400
2017-06-01,80.370003,83.690002,79.260002,80.730003,62.000195,303836700
2017-07-01,80.790001,82.489998,78.269997,80.040001,61.470268,201333900
2017-08-01,80.160004,80.820000,76.050003,76.330002,58.621014,224413200
2017-09-01,76.370003,82.449997,76.320000,81.980003,63.570457,216249200
2017-10-01,81.300003,84.239998,81.250000,83.349998,64.632805,172408300
2017-11-01,83.389999,84.139999,80.010002,83.290001,64.586273,191810600
2017-12-01,83.440002,84.360001,82.169998,83.639999,65.457909,220601300
2018-01-01,83.820000,89.300003,83.660004,87.300003,68.322289,233944600
2018-02-01,87.500000,89.250000,73.900002,75.739998,59.275261,369414700
2018-03-01,75.529999,76.980003,72.669998,74.610001,58.987999,356741300
2018-04-01,74.269997,80.900002,72.160004,77.750000,61.470539,285826800
2018-05-01,77.260002,82.650002,75.400002,81.239998,64.229790,299337700
2018-06-01,81.870003,83.790001,79.300003,82.730003,66.070786,257136500
2018-07-01,81.889999,84.400002,80.709999,81.510002,65.096466,204469200
2018-08-01,80.889999,81.589996,76.510002,80.169998,64.026283,215072500
2018-09-01,80.410004,87.360001,79.599998,85.019997,68.600006,227023600
2018-10-01,85.349998,86.889999,76.220001,79.680000,64.291313,305909200
2018-11-01,79.830002,83.750000,74.699997,79.500000,64.146072,287081300
2018-12-01,80.239998,81.949997,64.650002,68.190002,55.578152,380647000
2019-01-01,67.349998,73.489998,67.260002,73.279999,59.726738,269226500
2019-02-01,74.919998,79.750000,72.730003,79.029999,64.413269,245067300
2019-03-01,79.379997,82.000000,77.860001,80.800003,66.587044,272454400
2019-04-01,81.230003,83.489998,79.559998,80.279999,66.158501,219523400
2019-05-01,79.940002,80.260002,70.629997,70.769997,58.321358,250094000
2019-06-01,71.089996,77.760002,70.970001,76.629997,63.874428,218953600
2019-07-01,77.129997,77.930000,74.180000,74.360001,61.982285,186899500
2019-08-01,73.739998,74.269997,66.529999,68.480003,57.081055,277599800
2019-09-01,67.889999,75.180000,67.629997,70.610001,59.588314,215355500
2019-10-01,70.830002,70.910004,66.309998,67.570000,57.022831,237608200
2019-11-01,68.389999,73.120003,67.320000,68.129997,57.495419,249330500
2019-12-01,68.500000,70.540001,67.519997,69.779999,59.598042,286029400
2020-01-01,70.239998,71.370003,61.860001,62.119999,53.055748,359133900
2020-02-01,61.380001,63.009998,48.009998,51.439999,43.934135,479874900
2020-03-01,52.590000,54.150002,30.110001,37.970001,32.895184,1171277200
2020-04-01,36.860001,47.680000,36.340000,46.470001,40.259121,791507100
2020-05-01,45.630001,47.150002,40.200001,45.470001,39.392776,477169600
2020-06-01,45.320000,55.360001,43.160000,44.720001,39.494221,584980000
2020-07-01,44.490002,45.380001,40.910000,42.080002,37.162720,447137800
2020-08-01,42.049999,46.419998,39.310001,39.939999,35.272785,449216800
2020-09-01,39.750000,40.029999,33.759998,34.330002,30.916470,590803600
2020-10-01,33.790001,35.950001,31.110001,32.619999,29.376493,630433400
2020-11-01,33.139999,42.080002,32.529999,38.130001,34.338623,703960200
2020-12-01,38.959999,44.470001,38.340000,41.220001,38.016979,603794500
2021-01-01,41.450001,51.080002,41.000000,44.840000,41.355686,594784100
2021-02-01,45.580002,57.250000,44.290001,54.369999,50.145157,543959000
2021-03-01,56.470001,62.549999,54.450001,55.830002,52.366146,790785000
2021-04-01,56.320000,59.480000,54.299999,57.240002,53.688667,457851400
2021-05-01,57.980000,64.019997,57.740002,58.369999,54.748562,521302100
2021-06-01,59.450001,64.930000,59.450001,63.080002,60.028267,526456700
2021-07-01,64.330002,64.419998,54.599998,57.570000,54.784836,435901400
2021-08-01,57.549999,59.060001,52.099998,54.520000,51.882389,406363800
2021-09-01,54.490002,60.480000,52.959999,58.820000,56.821575,482908500
2021-10-01,59.410000,65.940002,59.410000,64.470001,62.279613,435214600
2021-11-01,65.070000,66.379997,59.540001,59.840000,57.806919,416061500
2021-12-01,60.900002,63.349998,57.959999,61.189999,59.905460,433112300
2022-01-01,61.240002,76.419998,61.209999,75.959999,74.365402,608287500
2022-02-01,76.449997,83.080002,74.029999,78.419998,76.773758,628643600
2022-03-01,78.769997,91.510002,76.250000,82.589996,81.752586,853500100
2022-04-01,81.989998,89.800003,79.290001,85.250000,84.385612,505627700
2022-05-01,85.010002,99.779999,83.400002,96.000000,95.026619,659837300
2022-06-01,97.019997,105.570000,85.660004,87.860001,87.860001,473867700
2022-06-22,87.540001,89.760002,87.529999,87.860001,87.860001,29140910
